{PERIODS};Electricity (%_elec);Space Heating (%_sh);Passanger mobility (%_pass);Freight mobility (%_freight);PV;Wind_onshore;Wind_offshore;Hydro_river;Solar
1532;0.000189238;0.000240938;8.81E-05;0.000114155;0;0.03917337;0.281939764;0.303666739;0
1533;0.000171406;0.000240938;5.87E-05;0.000114155;0;0.047095349;0.244727605;0.30391488;0
1534;0.000151075;0.0002426;3.76E-05;0.000114155;0;0.051240078;0.248083404;0.304172564;0
1535;0.000158646;0.000245923;2.35E-05;0.000114155;0;0.054565215;0.245008425;0.304430248;0
1536;0.000152843;0.000245923;9.40E-06;0.000114155;0;0.073070619;0.185411401;0.30470702;0
1537;0.00012867;0.000247585;5.87E-06;0.000114155;0;0.090201869;0.18693485;0.304783371;0
1538;0.000107225;0.000249246;2.35E-06;0.000114155;0;0.099829846;0.175547599;0.30463067;0
1539;9.22E-05;0.000250908;1.17E-06;0.000114155;0;0.089070476;0.234916456;0.304449336;0
1540;8.70E-05;0.00025257;1.41E-05;0.000114155;0;0.083569411;0.267403819;0.304296634;0
1541;8.93E-05;0.000254231;3.76E-05;0.000114155;0;0.078919119;0.276505897;0.304143932;0
1542;0.000109185;0.000255893;9.40E-05;0.000114155;0;0.073705357;0.297556866;0.303972143;0
1543;0.000144657;0.000254231;0.0001821;0.000114155;0;0.070937007;0.287587756;0.303819441;0
1544;0.000160145;0.00025257;0.000158603;0.000114155;0.002946795;0.093217432;0.273525695;0.303638107;0
1545;0.000169792;0.000239277;0.000146855;0.000114155;0.051779394;0.139992071;0.20365768;0.303485406;0
1546;0.000178208;0.000229307;0.000164478;0.000114155;0.126344363;0.115317458;0.147254985;0.303313616;0
1547;0.000182013;0.000216014;0.000187974;0.000114155;0.221810397;0.071179767;0.179563325;0.303160914;0.001551122
1548;0.000184088;0.000204382;0.000206772;0.000114155;0.327737253;0.071763281;0.174469952;0.302979581;0.009310717
1549;0.000176556;0.000192751;0.000187974;0.000114155;0.387883761;0.074028294;0.272216372;0.302826879;0.025140614
1550;0.000172136;0.000182781;0.000190324;0.000114155;0.386083275;0.073571728;0.253222409;0.302655089;0.037750365
1551;0.000164219;0.000177796;0.000213821;0.000114155;0.278048994;0.063905889;0.256416737;0.302502387;0.03319988
1552;0.000160722;0.000177796;0.00022322;0.000114155;0.219105382;0.046151037;0.464869419;0.302321054;0.018647267
1553;0.000152497;0.000182781;0.00022322;0.000114155;0.167147654;0.043607629;0.71488346;0.302168352;0
1554;0.000154957;0.000191089;0.000164478;0.000114155;0.093483785;0.054903743;0.657188992;0.301996562;0
1555;0.000175211;0.000201059;0.000117484;0.000114155;0.010965815;0.080471443;0.615978658;0.301843861;0
1556;0.000192274;0.000207705;8.81E-05;0.000114155;0;0.141615665;0.547806094;0.301662527;0
1557;0.000172098;0.00021269;5.87E-05;0.000114155;0;0.185973844;0.555809464;0.301509825;0
1558;0.00014754;0.000219337;3.76E-05;0.000114155;0;0.257888571;0.605103903;0.301357123;0
1559;0.000154265;0.000225983;2.35E-05;0.000114155;0;0.315903645;0.576730553;0.301185334;0
1560;0.000150038;0.00023263;9.40E-06;0.000114155;0;0.357664965;0.517498596;0.301032632;0
1561;0.000119561;0.000240938;5.87E-06;0.000114155;0;0.413867137;0.468309464;0.300851298;0
1562;9.52E-05;0.000247585;2.35E-06;0.000114155;0;0.400824937;0.447125105;0.300698597;0
1563;8.31E-05;0.000255893;1.17E-06;0.000114155;0;0.392114547;0.490957596;0.300526807;0
1564;8.02E-05;0.000259216;1.41E-05;0.000114155;0;0.409867173;0.662247262;0.300374105;0
1565;8.85E-05;0.00026254;3.76E-05;0.000114155;0;0.450194208;0.759284611;0.300192772;0
1566;0.000103458;0.000265863;9.40E-05;0.000114155;0;0.39033728;0.857382056;0.30004007;0
1567;0.000141506;0.000269186;0.0001821;0.000114155;0;0.449601785;0.843053215;0.29986828;0
1568;0.000154765;0.000267525;0.000158603;0.000114155;0.003747582;0.531035358;0.803720865;0.299715578;0
1569;0.000169523;0.000250908;0.000146855;0.000114155;0.061977859;0.527563229;0.744302864;0.299534245;0
1570;0.000176748;0.000235953;0.000164478;0.000114155;0.149272261;0.458791013;0.717495086;0.299381543;0.014164521
1571;0.000176863;0.00022266;0.000187974;0.000114155;0.261357635;0.309645348;0.711885706;0.299209753;0.023625549
1572;0.000182282;0.00021269;0.000206772;0.000114155;0.417339705;0.285859369;0.747412946;0.299057052;0.031497336
1573;0.000173212;0.000201059;0.000187974;0.000114155;0.532642804;0.266124578;0.774508565;0.29890435;0.111715345
1574;0.000167063;0.000192751;0.000190324;0.000114155;0.517829952;0.206309966;0.749452401;0.298723016;0.119796481
1575;0.00016199;0.000189427;0.000213821;0.000114155;0.463616473;0.196764394;0.809095058;0.298579858;0.068367406
1576;0.000157801;0.000187766;0.00022322;0.000114155;0.325901615;0.171916063;0.831139427;0.298398525;0.14503475
1577;0.000155149;0.000194412;0.00022322;0.000114155;0.228769702;0.179535149;0.825491435;0.298245823;0.076256567
1578;0.000158032;0.000204382;0.000164478;0.000114155;0.097544309;0.212234189;0.833919545;0.298064489;0.037296353
1579;0.000168792;0.000214352;0.000117484;0.000114155;0.010906656;0.295320309;0.821461668;0.297911788;0
1580;0.000176248;0.000225983;8.81E-05;0.000114155;0;0.377640288;0.817530188;0.297739998;0
1581;0.000157916;0.000239277;5.87E-05;0.000114155;0;0.464432388;0.831848498;0.297587296;0
1582;0.000136164;0.000250908;3.76E-05;0.000114155;0;0.518977559;0.797486661;0.297405963;0
1583;0.000145657;0.00026254;2.35E-05;0.000114155;0;0.537565367;0.733543948;0.297253261;0
1584;0.000141852;0.000274171;9.40E-06;0.000114155;0;0.534356041;0.691399888;0.297081471;0
1585;0.000116102;0.000285803;5.87E-06;0.000114155;0;0.538621037;0.60365066;0.296928769;0
1586;9.13E-05;0.000299096;2.35E-06;0.000114155;0;0.529868331;0.549985959;0.296747436;0
1587;7.12E-05;0.000310727;1.17E-06;0.000114155;0;0.512267151;0.577941589;0.296594734;0
1588;6.34E-05;0.000317374;1.41E-05;0.000114155;0;0.477490178;0.544074698;0.296422944;0
1589;6.19E-05;0.00032402;3.76E-05;0.000114155;0;0.461305467;0.537935271;0.296270243;0
1590;6.75E-05;0.000327344;9.40E-05;0.000114155;0;0.426858113;0.5762672;0.296117541;0
1591;7.69E-05;0.000332329;0.0001821;0.000114155;0;0.418132132;0.575459843;0.295936207;0
1592;7.80E-05;0.000332329;0.000158603;0.000114155;0.01042224;0.438657562;0.548616962;0.295793049;0
1593;9.75E-05;0.000322359;0.000146855;0.000114155;0.119690282;0.380584583;0.563854956;0.295611716;0
1594;0.000115564;0.000310727;0.000164478;0.000114155;0.320719646;0.238710568;0.443576243;0.295459014;0.002717963
1595;0.000120522;0.000299096;0.000187974;0.000114155;0.494801741;0.10678524;0.350803847;0.295277681;0.037181634
1596;0.000123866;0.000289126;0.000206772;0.000114155;0.606794518;0.058128658;0.32626369;0.295134523;0.033373698
1597;0.000119523;0.000277494;0.000187974;0.000114155;0.658379289;0.05132471;0.366789525;0.294953189;0.152294142
1598;0.000108762;0.000270848;0.000190324;0.000114155;0.654730304;0.059894789;0.539111205;0.294800487;0.138358102
1599;9.72E-05;0.000269186;0.000213821;0.000114155;0.588144059;0.071409163;0.708417579;0.294619154;0.067862776
1600;9.19E-05;0.000269186;0.00022322;0.000114155;0.452826419;0.090159553;0.682497894;0.294475996;0.179693023
1601;9.11E-05;0.000272509;0.00022322;0.000114155;0.285222643;0.1023443;0.490739961;0.294294662;0.267255862
1602;9.63E-05;0.000280818;0.000164478;0.000114155;0.123773955;0.137658016;0.84101025;0.29414196;0.404645622
1603;0.000118985;0.000290788;0.000117484;0.000114155;0.017218644;0.161346001;0.848086914;0.293960627;0
1604;0.000137086;0.000300757;8.81E-05;0.000114155;0;0.20121647;0.85406838;0.293817469;0
1605;0.000121214;0.000309066;5.87E-05;0.000114155;0;0.221859939;0.63384232;0.293636136;0
1606;0.000104265;0.000317374;3.76E-05;0.000114155;0;0.16614774;0.41446223;0.293483434;0
1607;0.000103958;0.000325682;2.35E-05;0.000114155;0;0.131682569;0.331546616;0.293330732;0
1608;0.000103458;0.00033399;9.40E-06;0.000114155;0;0.124257245;0.28258214;0.293158942;0
1609;8.04E-05;0.000338975;5.87E-06;0.000114155;0;0.074222056;0.263689975;0.29300624;0
1610;6.08E-05;0.00034396;2.35E-06;0.000114155;0;0.067023902;0.210569363;0.292824907;0
1611;4.70E-05;0.000348945;1.17E-06;0.000114155;0;0.073233201;0.244920668;0.292672205;0
1612;4.41E-05;0.00035393;1.41E-05;0.000114155;0;0.050182181;0.187457877;0.292500415;0
1613;4.44E-05;0.000357253;3.76E-05;0.000114155;0;0.047554142;0.135077928;0.292347714;0
1614;4.65E-05;0.000358915;9.40E-05;0.000114155;0;0.044480673;0.16418843;0.29216638;0
1615;5.45E-05;0.000362238;0.0001821;0.000114155;0;0.035627745;0.084003791;0.292013678;0
1616;5.07E-05;0.000350607;0.000158603;0.000114155;0.004358033;0.01663905;0.04480132;0.291841889;0
1617;6.42E-05;0.000315712;0.000146855;0.000114155;0.032299855;0.009311721;0.032375035;0.291689187;0.069953277
1618;8.29E-05;0.000280818;0.000164478;0.000114155;0.06491608;0.007781668;0.013282786;0.291507853;0.160486976
1619;9.06E-05;0.00025257;0.000187974;0.000114155;0.116999842;0.006311748;0.030795423;0.291355151;0.233194639
1620;9.70E-05;0.000227645;0.000206772;0.000114155;0.20398216;0.005120222;0.112264813;0.291183362;0.358368658
1621;9.67E-05;0.000209367;0.000187974;0.000114155;0.292179376;0.006178119;0.095492839;0.29103066;0.491441414
1622;8.31E-05;0.000197736;0.000190324;0.000114155;0.297433365;0.011993212;0.12696574;0.290877958;0.517712962
1623;7.01E-05;0.000192751;0.000213821;0.000114155;0.288413789;0.018111197;0.198248385;0.290696625;0.559310038
1624;6.55E-05;0.000196074;0.00022322;0.000114155;0.249829383;0.026275935;0.199975428;0.290543923;0.586219369
1625;6.03E-05;0.000209367;0.00022322;0.000114155;0.146805596;0.025030957;0.160600955;0.290372133;0.475596009
1626;6.83E-05;0.000230968;0.000164478;0.000114155;0.062861812;0.031304844;0.148971497;0.290219431;0.375599327
1627;9.77E-05;0.000254231;0.000117484;0.000114155;0.004557801;0.037006352;0.261443415;0.290038098;0
1628;0.000131168;0.000264201;8.81E-05;0.000114155;0;0.038921702;0.49677408;0.289885396;0
1629;0.000120522;0.000274171;5.87E-05;0.000114155;0;0.062019492;0.649789385;0.289713606;0
1630;0.00010538;0.000284141;3.76E-05;0.000114155;0;0.084444682;0.627983712;0.289560905;0
1631;0.000104804;0.000294111;2.35E-05;0.000114155;0;0.111929961;0.675972339;0.289379571;0
1632;9.52E-05;0.000304081;9.40E-06;0.000114155;0;0.152375035;0.662342039;0.289226869;0
1633;7.41E-05;0.000309066;5.87E-06;0.000114155;0;0.16833703;0.653025835;0.28905508;0
1634;5.83E-05;0.000314051;2.35E-06;0.000114155;0;0.175673268;0.624526116;0.288902378;0
1635;4.78E-05;0.000319035;1.17E-06;0.000114155;0;0.176399319;0.558800197;0.288721044;0
1636;4.35E-05;0.000320697;1.41E-05;0.000114155;0;0.158410615;0.554598427;0.288568342;0
1637;4.92E-05;0.00032402;3.76E-05;0.000114155;0;0.128778363;0.502576523;0.288396553;0
1638;7.57E-05;0.000325682;9.40E-05;0.000114155;0;0.098985755;0.278615557;0.288243851;0
1639;0.000127632;0.000325682;0.0001821;0.000114155;0;0.074698666;0.253987644;0.288091149;0
1640;0.000149615;0.000309066;0.000158603;0.000114155;0.002800184;0.064776706;0.1987328;0.287909816;0.019552162
1641;0.000159684;0.000277494;0.000146855;0.000114155;0.052193506;0.061830184;0.168000562;0.287757114;0.181410438
1642;0.000167909;0.0002426;0.000164478;0.000114155;0.175212114;0.057476103;0.123416877;0.287585324;0.38701264
1643;0.000167947;0.000216014;0.000187974;0.000114155;0.360939922;0.053674355;0.14634583;0.287432622;0.51242248
1644;0.000174942;0.000196074;0.000206772;0.000114155;0.41785413;0.04477243;0.131346532;0.287251289;0.415835511
1645;0.000165833;0.000184442;0.000187974;0.000114155;0.449056546;0.031674551;0.101502387;0.287098587;0.23161864
1646;0.000163912;0.000177796;0.000190324;0.000114155;0.523167963;0.030266991;0.08961317;0.286926797;0.254194603
1647;0.000163912;0.000179457;0.000213821;0.000114155;0.478959182;0.050039643;0.09691098;0.286774096;0.174166975
1648;0.000157148;0.000189427;0.00022322;0.000114155;0.378040249;0.091293173;0.078499719;0.286592762;0.061049978
1649;0.000152997;0.000206044;0.00022322;0.000114155;0.226081835;0.110154921;0.051997332;0.28644006;0
1650;0.000158493;0.00022266;0.000164478;0.000114155;0.086894008;0.122976633;0.031837967;0.286268271;0
1651;0.000175134;0.000239277;0.000117484;0.000114155;0.006981597;0.128551193;0.045636759;0.286115569;0
1652;0.000189469;0.000245923;8.81E-05;0.000114155;0;0.18117656;0.051354956;0.285934235;0
1653;0.000169907;0.000250908;5.87E-05;0.000114155;0;0.17545278;0.076337405;0.285781534;0
1654;0.000143235;0.000257555;3.76E-05;0.000114155;0;0.162421716;0.097921932;0.285609744;0
1655;0.000145195;0.000264201;2.35E-05;0.000114155;0;0.13032846;0.09761654;0.285457042;0
1656;0.000136087;0.000270848;9.40E-06;0.000114155;0;0.131439809;0.061608397;0.28530434;0
1657;0.000106072;0.000277494;5.87E-06;0.000114155;0;0.140802755;0.012868576;0.285123007;0
1658;8.24E-05;0.000285803;2.35E-06;0.000114155;0;0.161230189;0.052506318;0.284970305;0
1659;7.21E-05;0.000292449;1.17E-06;0.000114155;0;0.128782817;0.077457175;0.284798515;0
1660;6.96E-05;0.000295772;1.41E-05;0.000114155;0;0.109293013;0.045612188;0.284645813;0
1661;7.24E-05;0.000300757;3.76E-05;0.000114155;0;0.125359685;0.053099551;0.28446448;0
1662;9.33E-05;0.000302419;9.40E-05;0.000114155;0;0.132504387;0.052278152;0.284311778;0
1663;0.000137932;0.000302419;0.0001821;0.000114155;0;0.134072302;0.08792825;0.284139989;0
1664;0.000163412;0.000289126;0.000158603;0.000114155;0.016552464;0.124012258;0.112745717;0.283987287;0.076899989
1665;0.00017694;0.000259216;0.000146855;0.000114155;0.084513937;0.088195205;0.09381494;0.283805953;0.245236973
1666;0.00018674;0.000225983;0.000164478;0.000114155;0.173723713;0.044605393;0.128306655;0.283653251;0.338492595
1667;0.000187624;0.000196074;0.000187974;0.000114155;0.339547581;0.0168974;0.0974656;0.283481462;0.475544387
1668;0.000195157;0.000169488;0.000206772;0.000114155;0.550611651;0.014253771;0.039160348;0.28332876;0.70383616
1669;0.000182397;0.000146225;0.000187974;0.000114155;0.622481892;0.015654649;0.08595198;0.283147426;0.789240845
1670;0.000177978;0.000132931;0.000190324;0.000114155;0.630445183;0.018721437;0.124336563;0.282994725;0.727217807
1671;0.000170752;0.000122962;0.000213821;0.000114155;0.584062101;0.012607905;0.08933235;0.282842023;0.950270375
1672;0.000166756;0.0001213;0.00022322;0.000114155;0.46575905;0.01291748;0.073251896;0.282670233;0.848813222
1673;0.000160261;0.000132931;0.00022322;0.000114155;0.268617021;0.013939742;0.078489188;0.282517531;0.599769221
1674;0.000161029;0.00015121;0.000164478;0.000114155;0.084952913;0.018394045;0.082978798;0.282336198;0.353175032
1675;0.000173058;0.000172811;0.000117484;0.000114155;0.005020783;0.045950593;0.074842039;0.282183496;0
1676;0.00019239;0.000179457;8.81E-05;0.000114155;0;0.125038975;0.077313255;0.282011706;0
1677;0.000170022;0.000186104;5.87E-05;0.000114155;0;0.198877961;0.088517972;0.281859004;0
1678;0.000145042;0.000192751;3.76E-05;0.000114155;0;0.187457127;0.126024993;0.281677671;0
1679;0.000145926;0.000199397;2.35E-05;0.000114155;0;0.182780109;0.134260039;0.281524969;0
1680;0.000141429;0.000206044;9.40E-06;0.000114155;0;0.190298973;0.134923477;0.28135318;0
1681;0.000111222;0.000211029;5.87E-06;0.000114155;0;0.226091527;0.186959422;0.281200478;0
1682;9.05E-05;0.000219337;2.35E-06;0.000114155;0;0.24239205;0.172844707;0.281019144;0
1683;7.87E-05;0.00022266;1.17E-06;0.000114155;0;0.211735307;0.123107975;0.280866442;0
1684;7.20E-05;0.000225983;1.41E-05;0.000114155;0;0.14834389;0.120724516;0.280694653;0
1685;7.73E-05;0.000227645;3.76E-05;0.000114155;0;0.171708938;0.091133109;0.280541951;0
1686;9.92E-05;0.000230968;9.40E-05;0.000114155;0;0.194227668;0.062752738;0.280360617;0
1687;0.000142813;0.000230968;0.0001821;0.000114155;0;0.249610248;0.066561359;0.280207916;0
1688;0.000163796;0.000234292;0.000158603;0.000114155;0.031423618;0.23694221;0.042084386;0.280055214;0
1689;0.000172982;0.000229307;0.000146855;0.000114155;0.192405037;0.163613242;0.063367032;0.279883424;0
1690;0.000180668;0.000229307;0.000164478;0.000114155;0.404629134;0.090364451;0.104931901;0.279730722;0
1691;0.000177901;0.000227645;0.000187974;0.000114155;0.562199919;0.045790238;0.150484414;0.279549389;0
1692;0.000176594;0.000227645;0.000206772;0.000114155;0.697106019;0.059732207;0.142284471;0.279396687;0
1693;0.000168831;0.000224322;0.000187974;0.000114155;0.69672706;0.100787521;0.070549003;0.279224897;0
1694;0.000166717;0.000224322;0.000190324;0.000114155;0.669445416;0.147054369;0.099554198;0.279072195;0
1695;0.00015953;0.000224322;0.000213821;0.000114155;0.601748014;0.143858407;0.286411823;0.278890862;0
1696;0.000155149;0.000225983;0.00022322;0.000114155;0.483662736;0.138462018;0.465037911;0.27873816;0
1697;0.000150268;0.000225983;0.00022322;0.000114155;0.304286356;0.148078859;0.595545493;0.278566371;0
1698;0.00015073;0.000230968;0.000164478;0.000114155;0.100434517;0.161882745;0.725094777;0.278413669;0
1699;0.000163297;0.000227645;0.000117484;0.000114155;0.005350014;0.223145005;0.808357905;0.278232335;0
1700;0.000187662;0.000247585;8.81E-05;0.000114155;0;0.28981479;0.822156698;0.278079633;0
1701;0.00016591;0.000240938;5.87E-05;0.000114155;0;0.317876901;0.890880371;0.277907844;0
1702;0.000145887;0.000237615;3.76E-05;0.000114155;0;0.36212595;0.859986661;0.277755142;0
1703;0.000146502;0.000239277;2.35E-05;0.000114155;0;0.388617919;0.809172283;0.277573808;0
1704;0.000129131;0.000245923;9.40E-06;0.000114155;0;0.38882059;0.482848919;0.277421107;0
1705;0.000103651;0.000244262;5.87E-06;0.000114155;0;0.283589901;0.352376439;0.277220685;0
1706;8.42E-05;0.000244262;2.35E-06;0.000114155;0;0.159098805;0.461162595;0.276943913;0
1707;7.02E-05;0.000245923;1.17E-06;0.000114155;0;0.113433288;0.48890059;0.276695773;0
1708;6.61E-05;0.000245923;1.41E-05;0.000114155;0;0.122341895;0.27851376;0.276409457;0
1709;7.35E-05;0.000245923;3.76E-05;0.000114155;0;0.170178885;0.15800337;0.276161316;0
1710;9.15E-05;0.000245923;9.40E-05;0.000114155;0;0.237389867;0.144232659;0.275884544;0
1711;0.000139738;0.000245923;0.0001821;0.000114155;0;0.277723584;0.1011303;0.27562686;0
1712;0.000158992;0.000239277;0.000158603;0.000114155;0.037175741;0.260917497;0.097384864;0.275350088;0
1713;0.000164488;0.000237615;0.000146855;0.000114155;0.191459354;0.156426223;0.082399607;0.275092403;0
1714;0.000172751;0.000230968;0.000164478;0.000114155;0.38497469;0.060890326;0.084309183;0.274815631;0
1715;0.000170868;0.000224322;0.000187974;0.000114155;0.54096019;0.042451738;0.071286156;0.274567491;0
1716;0.000173635;0.00020272;0.000206772;0.000114155;0.6446493;0.080498169;0.073388795;0.274281175;0.074268353
1717;0.000166602;0.000199397;0.000187974;0.000114155;0.680944518;0.145361734;0.141817607;0.274033034;0
1718;0.000164296;0.000184442;0.000190324;0.000114155;0.65433334;0.156277004;0.172518253;0.273756262;0.083593246
1719;0.000159146;0.000167826;0.000213821;0.000114155;0.566611966;0.168105407;0.199757793;0.273469946;0.325344935
1720;0.000155149;0.000161179;0.00022322;0.000114155;0.413998518;0.197414722;0.391308621;0.273221805;0.186109426
1721;0.000151229;0.000157856;0.00022322;0.000114155;0.258462282;0.256690364;0.511503089;0.272945033;0.196923643
1722;0.000151959;0.000164503;0.000164478;0.000114155;0.096504314;0.319983786;0.450175512;0.272687349;0.122238798
1723;0.000160952;0.000174473;0.000117484;0.000114155;0.007140212;0.320790015;0.411166105;0.272410577;0
1724;0.000179861;0.000177796;8.81E-05;0.000114155;0;0.342758639;0.356016568;0.272152892;0
1725;0.000159338;0.000182781;5.87E-05;0.000114155;0;0.355141602;0.311215249;0.27187612;0
1726;0.000136394;0.000186104;3.76E-05;0.000114155;0;0.317378019;0.323627492;0.27162798;0
1727;0.000139162;0.000191089;2.35E-05;0.000114155;0;0.271164622;0.278317186;0.271351208;0
1728;0.000127363;0.000197736;9.40E-06;0.000114155;0;0.243084694;0.429872227;0.271093523;0
1729;0.000104189;0.000201059;5.87E-06;0.000114155;0;0.25982842;0.507550548;0.270816751;0
1730;8.49E-05;0.000211029;2.35E-06;0.000114155;0;0.288175606;0.525150941;0.270539979;0
1731;7.21E-05;0.000214352;1.17E-06;0.000114155;0;0.274814924;0.485242909;0.270282295;0
1732;6.79E-05;0.000217675;1.41E-05;0.000114155;0;0.245429885;0.539725498;0.270005522;0
1733;7.07E-05;0.00022266;3.76E-05;0.000114155;0;0.247930976;0.46362328;0.269747838;0
1734;8.92E-05;0.000224322;9.40E-05;0.000114155;0;0.265160221;0.414557006;0.269471066;0
1735;0.000135203;0.000224322;0.0001821;0.000114155;0;0.27860999;0.364844847;0.269222925;0
1736;0.000158915;0.000216014;0.000158603;0.000114155;0.024629786;0.27346527;0.433024431;0.268936609;0.000703708
1737;0.000168831;0.000201059;0.000146855;0.000114155;0.140785115;0.241617001;0.494495928;0.268688469;0.01497714
1738;0.000172482;0.000194412;0.000164478;0.000114155;0.288048548;0.203365672;0.381915192;0.268411697;0
1739;0.000171867;0.000187766;0.000187974;0.000114155;0.394559275;0.161123286;0.337342039;0.268154012;0
1740;0.000174519;0.000167826;0.000206772;0.000114155;0.425045784;0.206098387;0.366536787;0.26787724;0.07295562
1741;0.000164411;0.000154533;0.000187974;0.000114155;0.351140136;0.218672885;0.411738276;0.267600468;0.042191257
1742;0.000157301;0.000156194;0.000190324;0.000114155;0.255346585;0.18743931;0.499880652;0.267342784;0
1743;0.00015096;0.000154533;0.000213821;0.000114155;0.192369028;0.206949159;0.444562623;0.267066012;0
1744;0.000145618;0.000152871;0.00022322;0.000114155;0.115243083;0.225392201;0.465266077;0.266808327;0.014756736
1745;0.000143005;0.000152871;0.00022322;0.000114155;0.063828072;0.260645785;0.505082842;0.266531555;0.036542789
1746;0.000141621;0.000159518;0.000164478;0.000114155;0.020029974;0.227583719;0.562819433;0.266283415;0.039470831
1747;0.000148155;0.000169488;0.000117484;0.000114155;0.001221758;0.22615166;0.629085931;0.266006642;0
1748;0.000167294;0.000174473;8.81E-05;0.000114155;0;0.223329859;0.582424179;0.265748958;0
1749;0.000149961;0.000179457;5.87E-05;0.000114155;0;0.241064668;0.537092811;0.265472186;0
1750;0.000127747;0.000184442;3.76E-05;0.000114155;0;0.209766505;0.475688009;0.265214502;0
1751;0.00013455;0.000189427;2.35E-05;0.000114155;0;0.149996437;0.540792614;0.264937729;0
1752;0.000126786;0.000194412;9.40E-06;0.000114155;0;0.151170145;0.443727183;0.264689589;0
1753;0.000101652;0.000196074;5.87E-06;0.000114155;0;0.153644511;0.538107273;0.264403273;0
1754;7.50E-05;0.000199397;2.35E-06;0.000114155;0;0.168904954;0.585509688;0.264126501;0
1755;6.03E-05;0.000201059;1.17E-06;0.000114155;0;0.167359311;0.585846672;0.26387836;0
1756;5.34E-05;0.00020272;1.41E-05;0.000114155;0;0.178069683;0.644822381;0.263592044;0
1757;5.18E-05;0.00020272;3.76E-05;0.000114155;0;0.165296968;0.545029486;0.263343904;0
1758;5.15E-05;0.000204382;9.40E-05;0.000114155;0;0.156152284;0.539504353;0.263067132;0
1759;6.33E-05;0.000204382;0.0001821;0.000114155;0;0.167423898;0.493765796;0.262809447;0
1760;7.14E-05;0.000197736;0.000158603;0.000114155;0.003133702;0.165450642;0.413718057;0.262532675;0
1761;9.81E-05;0.000181119;0.000146855;0.000114155;0.02664633;0.171227873;0.393470935;0.262274991;0.000592141
1762;0.00012279;0.000172811;0.000164478;0.000114155;0.068741683;0.211933524;0.331543106;0.261998219;0
1763;0.000132705;0.000166164;0.000187974;0.000114155;0.118996667;0.20185789;0.362026116;0.261750078;0
1764;0.000138777;0.000159518;0.000206772;0.000114155;0.130173395;0.196479319;0.326049565;0.261463762;0
1765;0.000139238;0.000147886;0.000187974;0.000114155;0.128694425;0.191964882;0.333645746;0.26118699;0.003233528
1766;0.000129784;0.00014124;0.000190324;0.000114155;0.122690234;0.193265539;0.250638865;0.260938849;0.000721707
1767;0.000115488;0.000137916;0.000213821;0.000114155;0.090690461;0.177951644;0.267716231;0.260662077;0.000563295
1768;0.000109646;0.000134593;0.00022322;0.000114155;0.064500254;0.152054325;0.331866049;0.260404393;0.005828336
1769;0.000106379;0.000134593;0.00022322;0.000114155;0.039712711;0.189860224;0.386632968;0.260127621;0.004007705
1770;0.000110914;0.00014124;0.000164478;0.000114155;0.015123222;0.203220907;0.576425161;0.259869936;0
1771;0.000120791;0.00015121;0.000117484;0.000114155;0.001031421;0.184058494;0.541470093;0.259593164;0
1772;0.000138124;0.000152871;8.81E-05;0.000114155;0;0.163268033;0.47444187;0.259345024;0
1773;0.000121637;0.000156194;5.87E-05;0.000114155;0;0.157642248;0.43427057;0.259058708;0
1774;0.000102574;0.000157856;3.76E-05;0.000114155;0;0.184339115;0.370022466;0.258810567;0
1775;0.000106917;0.000161179;2.35E-05;0.000114155;0;0.193704288;0.27232519;0.258533795;0
1776;0.00010392;0.000169488;9.40E-06;0.000114155;0;0.196401368;0.291968548;0.258276111;0
1777;7.97E-05;0.000169488;5.87E-06;0.000114155;0;0.189497198;0.354907329;0.257999339;0
1778;5.53E-05;0.000171149;2.35E-06;0.000114155;0;0.1924749;0.330553215;0.257722566;0
1779;3.90E-05;0.000174473;1.17E-06;0.000114155;0;0.191437047;0.288725077;0.257464882;0
1780;3.79E-05;0.000176134;1.41E-05;0.000114155;0;0.176615353;0.234347796;0.25718811;0
1781;3.48E-05;0.000176134;3.76E-05;0.000114155;0;0.161506356;0.203492699;0.256930426;0
1782;3.97E-05;0.000177796;9.40E-05;0.000114155;0;0.151350545;0.173195732;0.256653653;0
1783;4.83E-05;0.000177796;0.0001821;0.000114155;0;0.144922985;0.15210615;0.256405513;0
1784;4.60E-05;0.000182781;0.000158603;0.000114155;0.029442227;0.13961791;0.114019938;0.256128741;0
1785;6.35E-05;0.000169488;0.000146855;0.000114155;0.153769188;0.087297663;0.076042544;0.255871056;0
1786;8.49E-05;0.000164503;0.000164478;0.000114155;0.30991416;0.038487408;0.054106992;0.255594284;0
1787;9.79E-05;0.000156194;0.000187974;0.000114155;0.394656159;0.017104525;0.048374754;0.2553366;0
1788;0.000113566;0.00015121;0.000206772;0.000114155;0.483191181;0.014979822;0.036127492;0.255059828;0
1789;0.000118985;0.000146225;0.000187974;0.000114155;0.565101273;0.013131286;0.013075681;0.254783056;0
1790;9.38E-05;0.000142901;0.000190324;0.000114155;0.571114038;0.013028837;0.012973884;0.254525371;0
1791;7.70E-05;0.000142901;0.000213821;0.000114155;0.513255004;0.014260452;0.026642797;0.254248599;0
1792;6.88E-05;0.000144563;0.00022322;0.000114155;0.408341564;0.014970913;0.07050337;0.254000459;0
1793;6.44E-05;0.000147886;0.00022322;0.000114155;0.258592603;0.014937506;0.062893148;0.253714143;0
1794;7.07E-05;0.000152871;0.000164478;0.000114155;0.10196493;0.017220337;0.068291912;0.253466002;0
